MBARI ID	INST ID	WMO	float type	1st lon	1st lat	1st date	msg dir	NC template	Program	Region	tf Bfile	tf Dead	tf NO3	tf pH	tf Chl	tf OCR	max cycle msg file	max cycle file date	latest cycle msg file	latest cycle file date	max cycle proc	max cycle proc date
ua19378	19378	5906493	APEX	-17.485	-69.040	04/05/2022 15:15	\\seaecho.shore.mbari.org\floats\UW\f19378\	1	SOCCOM	SO	1	0	1	1	1	0	66	03/28/2024 00:49	66	03/28/2024 00:49	39	05/03/2023 06:10
ua19389	19389	5906488	APEX	-47.347	-34.482	02/14/2022 03:22	\\seaecho.shore.mbari.org\floats\UW\f19389\	1	SOCCOM	SO	1	0	1	1	1	0	84	06/14/2024 03:20	84	06/14/2024 03:20	84	06/14/2024 09:47
ua19412	19412	5906300	APEX	164.882	2.098	09/02/2020 04:09	\\seaecho.shore.mbari.org\floats\UW\f19412\	12	TPOS	EQPac	1	0	0	1	1	0	149	06/22/2024 00:29	149	06/22/2024 00:29	148	06/12/2024 05:09
ua19441	19441	5906499	APEX	-36.686	-65.675	04/15/2022 06:05	\\seaecho.shore.mbari.org\floats\UW\f19441\	1	SOCCOM	SO	1	0	1	1	1	0	75	05/11/2024 16:11	75	05/11/2024 16:11	75	05/11/2024 22:16
ua19443	19443	5906437	APEX	-67.348	16.560	04/27/2021 02:18	\\seaecho.shore.mbari.org\floats\UW\f19443\	1	GO-BGC	NAtl	1	0	1	1	1	0	115	06/19/2024 09:40	115	06/19/2024 09:40	115	06/19/2024 15:46
ua19445	19445	5906498	APEX	-27.201	-66.617	04/13/2022 13:36	\\seaecho.shore.mbari.org\floats\UW\f19445\	1	SOCCOM	SO	1	0	1	1	1	0	75	05/13/2024 21:44	75	05/13/2024 21:44	75	05/14/2024 04:09
ua19512	19512	5906435	APEX	-52.324	27.602	04/01/2021 13:52	\\seaecho.shore.mbari.org\floats\UW\f19512\	1	GO-BGC	NAtl	1	0	1	1	1	0	118	06/17/2024 20:27	118	06/17/2024 20:27	118	06/18/2024 02:37
ua19531	19531	5906439	APEX	-65.449	28.932	05/07/2021 08:42	\\seaecho.shore.mbari.org\floats\UW\f19531\	1	GO-BGC	NAtl	1	0	1	1	1	0	115	06/22/2024 14:21	115	06/22/2024 14:21	114	06/12/2024 20:27
ua19588	19588	5906339	APEX	-52.367	20.092	04/05/2021 11:04	\\seaecho.shore.mbari.org\floats\UW\f19588\	1	GO-BGC	NAtl	1	0	1	1	1	0	114	05/18/2024 20:08	114	05/18/2024 20:08	114	05/19/2024 01:21
ua19598	19598	5906496	APEX	-0.293	-66.568	03/18/2022 11:46	\\seaecho.shore.mbari.org\floats\UW\f19598\	1	SOCCOM	SO	1	0	1	1	1	0	44	06/02/2024 00:39	44	06/02/2024 00:39	44	06/05/2023 14:22
ua19605	19605	5906436	APEX	-65.733	23.870	05/04/2021 11:37	\\seaecho.shore.mbari.org\floats\UW\f19605\	1	GO-BGC	NAtl	1	0	1	1	1	0	111	06/20/2024 02:28	111	06/20/2024 02:28	111	05/30/2024 22:47
ua19644	19644	5906302	APEX	179.919	2.060	09/16/2020 04:24	\\seaecho.shore.mbari.org\floats\UW\f19644\	12	TPOS	EQPac	1	0	0	1	1	0	138	06/22/2024 09:30	138	06/22/2024 09:30	137	06/12/2024 15:00
ua19694	19694	5906480	APEX	-90.232	11.025	12/29/2021 06:18	\\seaecho.shore.mbari.org\floats\UW\f19694\	11	UW	NPac	1	0	0	0	0	0	105	06/23/2024 00:59	105	06/23/2024 00:59	104	06/13/2024 00:04
ua19719	19719	5906441	APEX	-123.577	36.165	03/19/2021 07:27	\\seaecho.shore.mbari.org\floats\UW\f19719\	1	MBARI GDF-TEST	NPac	1	0	1	1	1	0	197	12/23/2023 21:40	197	12/23/2023 21:40	197	12/13/2023 07:42
ua19727	19727	5906027	APEX	-134.965	50.020	06/02/2021 04:38	\\seaecho.shore.mbari.org\floats\UW\f19727\	13	SBE83 O2 TEST	NPac	1	0	0	0	0	0	285	06/23/2024 06:10	285	06/23/2024 06:10	284	06/18/2024 09:27
ua19746	19746	5906478	APEX	-89.356	8.552	12/27/2021 18:12	\\seaecho.shore.mbari.org\floats\UW\f19746\	11	UW	EQPac	1	0	0	0	0	0	107	06/23/2024 02:07	107	06/23/2024 02:07	106	06/13/2024 01:29
ua19751	19751	5906448	APEX	-113.188	-17.476	10/20/2021 23:09	\\seaecho.shore.mbari.org\floats\UW\f19751\	1	GO-BGC	SPac	1	0	1	1	1	0	96	06/21/2024 02:04	96	06/21/2024 02:04	96	06/21/2024 08:19
ua19806	19806	5906487	APEX	-28.081	-34.597	02/21/2022 10:40	\\seaecho.shore.mbari.org\floats\UW\f19806\	1	SOCCOM	SO	1	0	1	1	1	0	84	06/21/2024 04:17	84	06/21/2024 04:17	84	06/21/2024 10:39
ua19834	19834	5906479	APEX	-94.896	11.488	01/06/2022 03:01	\\seaecho.shore.mbari.org\floats\UW\f19834\	11	UW	NPac	1	0	0	0	0	0	98	06/22/2024 20:33	98	06/22/2024 20:33	97	06/12/2024 20:05
ua19843	19843	5906481	APEX	-107.716	17.033	01/16/2022 08:57	\\seaecho.shore.mbari.org\floats\UW\f19843\	0	UW	NPac	1	0	0	0	0	0	89	06/13/2024 17:48	89	06/13/2024 17:48	89	06/14/2024 00:24
ua19875	19875	5906294	APEX	-123.009	35.445	10/19/2020 15:21	\\seaecho.shore.mbari.org\floats\UW\f19875\	1	UW	NPac	1	0	1	1	1	0	134	06/23/2024 06:28	134	06/23/2024 06:28	133	06/13/2024 06:20
ua19881	19881	5906343	APEX	-52.354	15.982	04/07/2021 11:57	\\seaecho.shore.mbari.org\floats\UW\f19881\	1	GO-BGC	NAtl	1	0	1	1	1	0	117	06/16/2024 04:37	117	06/16/2024 04:37	117	06/16/2024 11:05
ua19951	19951	5906494	APEX	-12.140	-65.963	03/20/2022 03:09	\\seaecho.shore.mbari.org\floats\UW\f19951\	1	SOCCOM	SO	1	0	1	1	1	0	74	04/11/2024 13:14	74	04/11/2024 13:14	74	04/11/2024 19:45
ua19970	19970	5906434	APEX	-52.351	11.935	04/09/2021 13:22	\\seaecho.shore.mbari.org\floats\UW\f19970\	1	GO-BGC	NAtl	1	0	1	1	1	0	117	06/21/2024 07:23	117	06/21/2024 07:23	117	06/21/2024 13:49
ua19976	19976	5906489	APEX	-39.719	-34.505	02/17/2022 04:40	\\seaecho.shore.mbari.org\floats\UW\f19976\	1	SOCCOM	SO	1	0	1	1	1	0	84	06/19/2024 19:13	84	06/19/2024 19:13	84	06/20/2024 01:00
ua19993	19993	5906562	APEX	-79.002	-57.070	01/18/2023 14:37	\\seaecho.shore.mbari.org\floats\UW\f19993\	1	SOCCOM	SO	1	0	1	1	1	0	51	06/17/2024 14:23	51	06/17/2024 14:23	51	06/17/2024 20:11
ua19996	19996	5906497	APEX	0.119	-59.115	03/13/2022 20:50	\\seaecho.shore.mbari.org\floats\UW\f19996\	1	SOCCOM	SO	1	0	1	1	1	0	81	06/14/2024 23:24	81	06/14/2024 23:24	81	06/15/2024 05:28
ua20001	20001	5906514	APEX	-158.896	30.132	06/19/2022 05:01	\\seaecho.shore.mbari.org\floats\UW\f20001\	1	GO-BGC	NPac	1	0	1	1	1	0	72	06/17/2024 13:45	72	06/17/2024 13:45	72	06/17/2024 18:59
ua20002	20002	5906528	APEX	30.983	-45.917	05/19/2022 10:19	\\seaecho.shore.mbari.org\floats\UW\f20002\	2	SOCCOM	SO	1	0	1	1	0	0	75	06/20/2024 02:50	75	06/20/2024 02:50	75	06/20/2024 07:52
ua20039	20039	5906568	APEX	-136.073	-41.916	11/28/2022 03:33	\\seaecho.shore.mbari.org\floats\UW\f20039\	1	SOCCOM	SO	1	0	1	1	1	0	56	06/14/2024 23:51	56	06/14/2024 23:51	56	06/15/2024 06:17
ua20040	20040	5906550	APEX	-148.461	-42.491	12/18/2022 23:38	\\seaecho.shore.mbari.org\floats\UW\f20040\	1	SOCCOM	SO	1	0	1	1	1	0	54	06/15/2024 06:58	54	06/15/2024 06:58	54	06/15/2024 13:29
ua20043	20043	5906449	APEX	-115.258	15.018	11/03/2021 08:37	\\seaecho.shore.mbari.org\floats\UW\f20043\	1	GO-BGC	NPac	1	0	1	1	1	0	95	06/23/2024 15:31	95	06/23/2024 15:31	94	06/13/2024 15:51
ua20057	20057	5906541	APEX	-63.579	-58.684	11/11/2022 15:28	\\seaecho.shore.mbari.org\floats\UW\f20057\	1	SOCCOM	SO	1	0	1	1	1	0	58	06/18/2024 17:23	58	06/18/2024 17:23	58	06/18/2024 22:36
ua20060	20060	5906472	APEX	-153.008	14.730	12/14/2021 18:04	\\seaecho.shore.mbari.org\floats\UW\f20060\	1	GO-BGC	NPac	1	0	1	1	1	0	90	06/13/2024 19:29	90	06/13/2024 19:29	90	06/14/2024 00:44
ua20075	20075	1902650	APEX	87.049	-54.871	03/01/2024 17:12	\\seaecho.shore.mbari.org\floats\UW\f20075\	1	SOCCOM	SO	1	0	1	1	1	0	12	06/22/2024 04:54	12	06/22/2024 04:54	11	06/12/2024 05:23
ua20084	20084	5906474	APEX	-140.227	-2.330	12/08/2021 04:27	\\seaecho.shore.mbari.org\floats\UW\f20084\	1	GO-BGC	EQPac	1	0	1	1	1	0	91	06/23/2024 02:32	91	06/23/2024 02:32	90	06/13/2024 01:26
ua20103	20103	2903458	APEX	154.897	-39.311	05/31/2023 06:16	\\seaecho.shore.mbari.org\floats\UW\f20103\	2	SOCCOM	SO	1	0	1	1	0	0	39	06/23/2024 19:38	39	06/23/2024 19:38	38	06/13/2024 20:24
ua20108	20108	5906526	APEX	37.498	-47.706	05/09/2022 04:36	\\seaecho.shore.mbari.org\floats\UW\f20108\	1	SOCCOM	SO	1	0	1	1	1	0	74	06/04/2024 17:01	74	06/04/2024 17:01	74	06/04/2024 20:06
ua20109	20109	5906582	APEX	161.020	-61.990	01/15/2023 04:51	\\seaecho.shore.mbari.org\floats\UW\f20109\	1	GO-BGC	SO	1	0	1	1	1	0	44	04/02/2024 14:40	44	04/02/2024 14:40	44	04/02/2024 20:41
ua20132	20132	5906468	APEX	-126.717	27.068	11/22/2021 13:33	\\seaecho.shore.mbari.org\floats\UW\f20132\	1	GO-BGC	NPac	1	0	1	1	1	0	92	06/14/2024 14:36	92	06/14/2024 14:36	92	06/14/2024 21:04
ua20134	20134	5906516	APEX	179.093	30.077	05/30/2022 04:57	\\seaecho.shore.mbari.org\floats\UW\f20134\	1	GO-BGC	NPac	1	0	1	1	1	0	74	06/17/2024 17:35	74	06/17/2024 17:35	74	06/17/2024 23:49
ua20135	20135	5906476	APEX	-139.847	4.818	12/03/2021 15:36	\\seaecho.shore.mbari.org\floats\UW\f20135\	1	GO-BGC	EQPac	1	0	1	1	1	0	91	06/20/2024 08:36	91	06/20/2024 08:36	91	06/20/2024 14:12
ua20136	20136	5906523	APEX	-131.195	30.011	07/04/2022 04:07	\\seaecho.shore.mbari.org\floats\UW\f20136\	1	GO-BGC	NPac	1	0	1	1	1	0	71	06/22/2024 01:56	71	06/22/2024 01:56	70	06/12/2024 01:36
ua20137	20137	5906486	APEX	-94.523	12.021	01/03/2022 19:23	\\seaecho.shore.mbari.org\floats\UW\f20137\	1	GO-BGC	NPac	1	0	1	1	1	0	82	04/25/2024 07:24	82	04/25/2024 07:24	82	04/25/2024 14:00
ua20138	20138	5906536	APEX	54.939	-19.538	10/15/2022 23:10	\\seaecho.shore.mbari.org\floats\UW\f20138\	1	GO-BGC	IO	1	0	1	1	1	0	60	06/14/2024 05:14	60	06/14/2024 05:14	60	06/14/2024 11:47
ua20144	20144	5906503	APEX	155.022	19.593	01/07/2022 15:56	\\seaecho.shore.mbari.org\floats\UW\f20144\	1	GO-BGC	NPac	1	0	1	1	1	0	88	06/20/2024 16:11	88	06/20/2024 16:11	88	06/20/2024 22:32
ua20148	20148	5906507	APEX	-122.499	36.765	02/05/2022 14:26	\\seaecho.shore.mbari.org\floats\UW\f20148\	1	GO-BGC	NPac	1	0	1	1	1	0	194	06/22/2024 07:34	194	06/22/2024 07:34	193	06/17/2024 06:52
ua20150	20150	5906511	APEX	138.459	30.154	05/09/2022 08:18	\\seaecho.shore.mbari.org\floats\UW\f20150\	1	GO-BGC	NPac	1	0	1	1	1	0	76	06/23/2024 01:16	76	06/23/2024 01:16	74	06/02/2024 07:13
ua20162	20162	5906485	APEX	-103.730	13.895	01/12/2022 11:51	\\seaecho.shore.mbari.org\floats\UW\f20162\	1	GO-BGC	NPac	1	1	1	1	1	0	2	01/22/2022 12:08	2	01/22/2022 12:08	2	01/22/2022 19:35
ua20169	20169	5906535	APEX	-158.423	54.146	08/31/2022 02:02	\\seaecho.shore.mbari.org\floats\UW\f20169\	1	GO-BGC	NPac	1	0	1	1	1	0	43	11/12/2023 12:29	43	11/12/2023 12:29	43	11/12/2023 18:26
ua20175	20175	5906484	APEX	-107.731	17.021	01/15/2022 18:45	\\seaecho.shore.mbari.org\floats\UW\f20175\	1	GO-BGC	NPac	1	0	1	1	1	0	86	06/13/2024 18:17	86	06/13/2024 18:17	86	06/14/2024 00:33
ua20189	20189	5906554	APEX	-144.710	-57.557	01/02/2023 02:49	\\seaecho.shore.mbari.org\floats\UW\f20189\	1	SOCCOM	SO	1	0	1	1	1	0	53	06/20/2024 14:13	53	06/20/2024 14:13	53	06/20/2024 20:31
ua20209	20209	2903470	APEX	-21.000	-45.507	10/01/2023 06:11	\\seaecho.shore.mbari.org\floats\UW\f20209\	1	SOCCOM	SO	1	0	1	1	1	0	26	06/14/2024 07:25	26	06/14/2024 07:25	26	06/14/2024 13:49
ua20220	20220	5906491	APEX	-5.486	-34.460	03/03/2022 00:39	\\seaecho.shore.mbari.org\floats\UW\f20220\	1	SOCCOM	SO	1	0	1	1	1	0	83	06/21/2024 11:37	83	06/21/2024 11:37	83	06/21/2024 18:04
ua20265	20265	2903867	APEX	131.994	-64.002	01/26/2024 17:52	\\seaecho.shore.mbari.org\floats\UW\f20265\	1	SOCCOM	SO	1	0	1	1	1	0	8	04/07/2024 05:58	8	04/07/2024 05:58	8	04/07/2024 12:23
ua20328	20328	5906469	APEX	-135.389	21.764	11/24/2021 14:52	\\seaecho.shore.mbari.org\floats\UW\f20328\	1	GO-BGC	NPac	1	0	1	1	1	0	92	06/16/2024 10:35	92	06/16/2024 10:35	92	06/16/2024 16:51
ua20329	20329	5906578	APEX	-154.835	-26.019	01/15/2023 18:18	\\seaecho.shore.mbari.org\floats\UW\f20329\	1	SOCCOM	SPac	1	1	1	1	1	0	52	06/15/2024 17:34	52	06/15/2024 17:34	46	04/16/2024 16:04
ua20336	20336	5906553	APEX	-145.239	-56.233	12/30/2022 07:49	\\seaecho.shore.mbari.org\floats\UW\f20336\	1	SOCCOM	SO	1	0	1	1	1	0	53	06/18/2024 08:54	53	06/18/2024 08:54	53	06/18/2024 15:23
ua20343	20343	5906580	APEX	-171.977	-38.327	01/21/2023 10:37	\\seaecho.shore.mbari.org\floats\UW\f20343\	1	SOCCOM	SPac	1	0	1	1	1	0	51	06/17/2024 18:43	51	06/17/2024 18:43	51	06/18/2024 00:17
ua20352	20352	5906542	APEX	-141.814	-54.640	11/29/2022 00:24	\\seaecho.shore.mbari.org\floats\UW\f20352\	1	SOCCOM	SO	1	0	1	1	1	0	56	06/23/2024 04:21	56	06/23/2024 04:21	55	06/13/2024 01:38
ua20358	20358	5906513	APEX	136.633	26.445	05/04/2022 03:19	\\seaecho.shore.mbari.org\floats\UW\f20358\	1	GO-BGC	NPac	1	0	1	1	1	0	77	06/21/2024 20:07	77	06/21/2024 20:07	76	06/11/2024 18:43
ua20380	20380	5906579	APEX	-163.941	-36.017	01/19/2023 14:09	\\seaecho.shore.mbari.org\floats\UW\f20380\	1	SOCCOM	SPac	1	0	1	1	1	0	51	06/15/2024 20:36	51	06/15/2024 20:36	51	06/16/2024 02:57
ua20492	20492	5906515	APEX	160.885	30.035	05/20/2022 05:39	\\seaecho.shore.mbari.org\floats\UW\f20492\	1	GO-BGC	NPac	1	0	1	1	1	0	75	06/19/2024 08:24	75	06/19/2024 08:24	75	06/19/2024 14:42
ua20496	20496	5906522	APEX	143.214	30.069	05/11/2022 03:03	\\seaecho.shore.mbari.org\floats\UW\f20496\	1	GO-BGC	NPac	1	0	1	1	1	0	76	06/21/2024 03:26	76	06/21/2024 03:26	76	06/21/2024 08:56
ua20520	20520	5906483	APEX	-100.230	12.320	01/09/2022 06:38	\\seaecho.shore.mbari.org\floats\UW\f20520\	1	GO-BGC	NPac	1	0	1	1	1	0	87	06/23/2024 05:54	87	06/23/2024 05:54	82	05/02/2024 05:50
ua20528	20528	5906534	APEX	-147.575	57.491	07/01/2022 15:14	\\seaecho.shore.mbari.org\floats\UW\f20528\	1	GO-BGC	NPac	1	0	1	1	1	0	46	10/12/2023 16:20	46	10/12/2023 16:20	46	10/12/2023 20:52
ua20532	20532	5906471	APEX	-140.018	14.050	11/28/2021 16:45	\\seaecho.shore.mbari.org\floats\UW\f20532\	1	GO-BGC	NPac	1	0	1	1	1	0	92	06/22/2024 00:38	92	06/22/2024 00:38	91	06/12/2024 00:22
ua20547	20547	5906518	APEX	151.336	29.954	05/15/2022 07:02	\\seaecho.shore.mbari.org\floats\UW\f20547\	1	GO-BGC	NPac	1	0	1	1	1	0	75	06/13/2024 16:44	75	06/13/2024 16:44	75	06/13/2024 23:01
ua20549	20549	5906567	APEX	-165.019	-42.004	11/22/2022 10:55	\\seaecho.shore.mbari.org\floats\UW\f20549\	1	SOCCOM	SO	1	0	1	1	1	0	57	06/19/2024 07:47	57	06/19/2024 07:47	57	06/19/2024 13:54
ua20563	20563	2903469	APEX	-5.458	-41.333	09/28/2023 14:47	\\seaecho.shore.mbari.org\floats\UW\f20563\	1	SOCCOM	SO	1	0	1	1	1	0	27	06/21/2024 08:13	27	06/21/2024 08:13	27	06/21/2024 14:22
ua20572	20572	7900826	APEX	-174.951	-76.118	01/30/2023 03:06	\\seaecho.shore.mbari.org\floats\UW\f20572\	1	SOCCOM	SO	1	0	1	1	1	0	5	03/06/2023 08:51	5	03/06/2023 08:51	5	03/06/2023 16:20
ua20579	20579	5906530	APEX	-138.356	36.715	06/15/2022 23:03	\\seaecho.shore.mbari.org\floats\UW\f20579\	1	GO-BGC	NPac	1	0	1	1	1	0	70	05/24/2024 08:29	70	05/24/2024 08:29	70	05/24/2024 14:42
ua20589	20589	5906531	APEX	-144.964	49.963	06/29/2022 17:18	\\seaecho.shore.mbari.org\floats\UW\f20589\	1	GO-BGC	NPac	1	0	1	1	1	0	70	06/18/2024 14:08	70	06/18/2024 14:08	70	06/18/2024 20:31
ua20592	20592	5906475	APEX	-146.594	6.532	12/11/2021 18:14	\\seaecho.shore.mbari.org\floats\UW\f20592\	1	GO-BGC	EQPac	1	0	1	1	1	0	90	06/19/2024 04:27	90	06/19/2024 04:27	90	06/19/2024 10:12
ua20602	20602	5906556	APEX	-138.960	-65.018	01/05/2023 08:43	\\seaecho.shore.mbari.org\floats\UW\f20602\	1	SOCCOM	SO	1	0	1	1	1	0	49	05/12/2024 03:31	49	05/12/2024 03:31	49	05/12/2024 09:55
ua20603	20603	5906519	APEX	140.088	21.024	05/02/2022 20:06	\\seaecho.shore.mbari.org\floats\UW\f20603\	1	GO-BGC	NPac	1	0	1	1	1	0	77	06/22/2024 00:25	77	06/22/2024 00:25	76	06/12/2024 00:05
ua20618	20618	5906520	APEX	-145.091	29.972	06/27/2022 02:06	\\seaecho.shore.mbari.org\floats\UW\f20618\	1	GO-BGC	NPac	1	0	1	1	1	0	71	06/14/2024 23:29	71	06/14/2024 23:29	71	06/15/2024 05:49
ua20620	20620	5906521	APEX	-170.448	30.052	06/04/2022 12:37	\\seaecho.shore.mbari.org\floats\UW\f20620\	1	GO-BGC	NPac	1	0	1	1	1	0	71	05/24/2024 17:56	71	05/24/2024 17:56	71	05/24/2024 21:35
ua20623	20623	5906557	APEX	-135.017	-67.014	01/07/2023 09:14	\\seaecho.shore.mbari.org\floats\UW\f20623\	1	SOCCOM	SO	1	0	1	1	1	0	45	04/02/2024 05:42	45	04/02/2024 05:42	45	04/02/2024 12:00
ua20627	20627	5906492	APEX	-20.496	-34.551	02/24/2022 05:49	\\seaecho.shore.mbari.org\floats\UW\f20627\	1	SOCCOM	SO	1	0	1	1	1	0	83	06/14/2024 21:09	83	06/14/2024 21:09	83	06/15/2024 03:05
ua20632	20632	5906512	APEX	169.782	30.104	05/25/2022 01:06	\\seaecho.shore.mbari.org\floats\UW\f20632\	1	GO-BGC	NPac	1	0	1	1	1	0	75	06/23/2024 03:04	75	06/23/2024 03:04	74	06/13/2024 02:10
ua20644	20644	5906524	APEX	27.768	-41.908	05/20/2022 10:32	\\seaecho.shore.mbari.org\floats\UW\f20644\	1	SOCCOM	SO	1	0	1	1	1	0	71	06/14/2024 18:50	71	06/14/2024 18:50	71	05/14/2024 12:18
ua20662	20662	5906527	APEX	25.422	-37.428	06/01/2022 00:10	\\seaecho.shore.mbari.org\floats\UW\f20662\	2	SOCCOM	SO	1	0	1	1	0	0	75	06/19/2024 10:53	75	06/19/2024 10:53	75	06/19/2024 15:34
ua20675	20675	5906529	APEX	-157.917	22.858	03/30/2022 20:12	\\seaecho.shore.mbari.org\floats\UW\f20675\	1	GO-BGC	NPac	1	0	1	1	1	0	165	06/19/2024 05:43	165	06/19/2024 05:43	165	06/19/2024 10:00
ua20704	20704	5906450	APEX	-110.929	-12.983	10/02/2021 06:01	\\seaecho.shore.mbari.org\floats\UW\f20704\	1	GO-BGC	SPac	1	0	1	1	1	0	97	06/14/2024 00:30	97	06/14/2024 00:30	97	06/14/2024 06:44
ua20728	20728	5906533	APEX	-146.354	54.065	06/30/2022 17:25	\\seaecho.shore.mbari.org\floats\UW\f20728\	1	GO-BGC	NPac	1	0	1	1	1	0	71	06/22/2024 10:51	71	06/22/2024 10:51	70	06/12/2024 07:37
ua20804	20804	5906502	APEX	165.001	24.674	01/05/2022 06:16	\\seaecho.shore.mbari.org\floats\UW\f20804\	1	GO-BGC	NPac	1	0	1	1	1	0	88	06/16/2024 20:56	88	06/16/2024 20:56	88	06/17/2024 03:27
ua20832	20832	5906552	APEX	-146.169	-52.253	12/25/2022 15:02	\\seaecho.shore.mbari.org\floats\UW\f20832\	1	SOCCOM	SO	1	0	1	1	1	0	54	06/22/2024 16:59	54	06/22/2024 16:59	53	06/12/2024 14:48
ua20842	20842	5906517	APEX	-119.962	31.830	07/20/2022 15:12	\\seaecho.shore.mbari.org\floats\UW\f20842\	1	GO-BGC	NPac	1	0	1	1	1	0	70	06/20/2024 23:11	70	06/20/2024 23:11	70	06/20/2024 23:50
ua20912	20912	5906473	APEX	-139.887	0.492	12/06/2021 02:13	\\seaecho.shore.mbari.org\floats\UW\f20912\	1	GO-BGC	EQPac	1	0	1	1	1	0	91	06/21/2024 06:19	91	06/21/2024 06:19	91	06/21/2024 12:52
ua20913	20913	5906510	APEX	134.553	30.472	05/07/2022 18:07	\\seaecho.shore.mbari.org\floats\UW\f20913\	1	GO-BGC	NPac	1	0	1	1	1	0	76	06/15/2024 18:12	76	06/15/2024 18:12	76	06/16/2024 00:45
ua20926	20926	5906525	APEX	23.460	-36.279	05/22/2022 03:12	\\seaecho.shore.mbari.org\floats\UW\f20926\	1	SOCCOM	SO	1	0	1	1	1	0	75	06/22/2024 10:25	75	06/22/2024 10:25	74	06/12/2024 09:37
ua20932	20932	5906490	APEX	3.868	-36.263	03/07/2022 08:54	\\seaecho.shore.mbari.org\floats\UW\f20932\	1	SOCCOM	SO	1	0	1	1	1	0	82	06/15/2024 08:51	82	06/15/2024 08:51	82	06/15/2024 15:06
ua20962	20962	5906569	APEX	-138.796	-34.463	11/30/2022 11:20	\\seaecho.shore.mbari.org\floats\UW\f20962\	1	SOCCOM	SO	1	0	1	1	1	0	56	06/16/2024 19:42	56	06/16/2024 19:42	56	06/17/2024 00:34
ua20970	20970	5906470	APEX	-138.539	19.449	11/26/2021 18:55	\\seaecho.shore.mbari.org\floats\UW\f20970\	1	GO-BGC	NPac	1	0	1	1	1	0	92	06/18/2024 17:01	92	06/18/2024 17:01	92	06/18/2024 23:32
ua21026	21026	7901108	APEX	126.977	-38.863	03/16/2024 00:00	\\seaecho.shore.mbari.org\floats\UW\f21026\	15	SOCCOM	SO	1	0	1	1	1	1	10	06/16/2024 05:45	10	06/16/2024 05:45	10	06/16/2024 11:09
ua21075	21075	3902554	APEX	32.259	-32.251	09/08/2023 22:58	\\seaecho.shore.mbari.org\floats\UW\f21075\	1	GO-BGC	IO	1	0	1	1	1	0	29	06/22/2024 04:09	29	06/22/2024 04:09	28	06/12/2024 03:32
ua21105	21105	2903457	APEX	-174.705	-47.675	01/03/2023 00:00	\\seaecho.shore.mbari.org\floats\UW\f21105\	1	SOCCOM	SO	1	0	1	1	1	0	38	06/21/2024 17:07	38	06/21/2024 17:07	38	06/21/2024 23:37
ua21141	21141	5906559	APEX	-114.939	-67.005	01/11/2023 08:23	\\seaecho.shore.mbari.org\floats\UW\f21141\	1	SOCCOM	SO	1	0	1	1	1	0	52	06/19/2024 23:22	52	06/19/2024 23:22	52	06/20/2024 05:37
ua21142	21142	5906548	APEX	-140.113	-2.080	11/23/2022 23:58	\\seaecho.shore.mbari.org\floats\UW\f21142\	1	GO-BGC	EQPac	1	0	1	1	1	0	57	06/19/2024 08:12	57	06/19/2024 08:12	57	06/19/2024 14:38
ua21146	21146	7901106	APEX	-158.052	22.833	05/30/2023 21:39	\\seaecho.shore.mbari.org\floats\UW\f21146\	15	GO-BGC	NPac	1	0	1	1	1	1	96	06/21/2024 09:12	96	06/21/2024 09:12	96	06/21/2024 15:37
ua21206	21206	6990588	APEX	122.729	-37.416	03/13/2024 06:03	\\seaecho.shore.mbari.org\floats\UW\f21206\	15	SOCCOM	SO	1	0	1	1	1	1	11	06/23/2024 19:03	11	06/23/2024 19:03	10	06/13/2024 19:04
ua21216	21216	7901107	APEX	135.295	-41.702	03/17/2024 17:52	\\seaecho.shore.mbari.org\floats\UW\f21216\	15	SOCCOM	SO	1	0	1	1	1	1	10	06/17/2024 19:11	10	06/17/2024 19:11	10	06/18/2024 01:34
ua21250	21250	5906558	APEX	-125.125	-66.976	01/08/2023 11:25	\\seaecho.shore.mbari.org\floats\UW\f21250\	1	SOCCOM	SO	1	0	1	1	1	0	12	05/02/2023 03:27	12	05/02/2023 03:27	12	05/02/2023 05:52
ua21267	21267	2903472	APEX	14.174	-34.941	09/24/2023 08:19	\\seaecho.shore.mbari.org\floats\UW\f21267\	1	SOCCOM	SAtl	1	0	1	1	1	0	27	06/16/2024 17:31	27	06/16/2024 17:31	27	06/17/2024 00:01
ua21279	21279	5906573	APEX	-107.514	-12.985	12/23/2022 08:03	\\seaecho.shore.mbari.org\floats\UW\f21279\	1	GO-BGC	SPac	1	0	1	1	1	0	54	06/21/2024 07:40	54	06/21/2024 07:40	54	06/21/2024 14:07
ua21285	21285	2903862	APEX	179.101	37.490	10/27/2023 17:11	\\seaecho.shore.mbari.org\floats\UW\f21285\	16	GO-BGC	NPac	1	0	1	1	1	0	24	06/19/2024 19:04	24	06/19/2024 19:04	24	06/20/2024 01:34
ua21286	21286	5907055	APEX	40.503	-33.021	09/04/2023 05:38	\\seaecho.shore.mbari.org\floats\UW\f21286\	15	SOCCOM	IO	1	0	1	1	1	1	29	06/18/2024 07:23	29	06/18/2024 07:23	22	04/07/2024 01:19
ua21291	21291	5907061	APEX	-158.047	22.826	05/30/2023 22:45	\\seaecho.shore.mbari.org\floats\UW\f21291\	17	GO-BGC	NPac	0	0	1	1	1	0	97	06/20/2024 12:58	97	06/20/2024 12:58	97	06/20/2024 18:47
